operation,pattern,polling_mode,queue_type,concurrency,msg_size,batch_size,bandwidth_gbps,msg_rate_mps,page_faults,latency_min_ns,latency_max_ns,latency_avg_ns,latency_p50_ns,latency_p99_ns,latency_count
data_move,sliding_window_reusable_bs1,inline,Indexed,4096,4096,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,NoLock,4096,65536,1,26.1489,0.428423,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,Mutex,4096,65536,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,TAS,4096,65536,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,TTAS,4096,65536,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,Backoff,4096,65536,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,LockFree,4096,65536,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs1,inline,Indexed,4096,65536,1,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,8,4,0.0367264,4.92934,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,64,4,0.307803,5.16408,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,256,4,1.23274,5.17049,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,1024,4,4.95654,5.19731,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,2048,4,9.47086,4.96546,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,4096,4,18.1102,4.74747,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,1024,65536,4,26.3415,0.43158,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,1024,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,1024,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,1024,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,1024,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,1024,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,1024,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,8,4,0.038256,5.13463,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,64,4,0.307505,5.15907,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,256,4,1.2325,5.16946,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,256,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,1024,4,4.8286,5.06315,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,1024,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,2048,4,9.90004,5.19047,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,2048,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,4096,4,19.7909,5.18807,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,4096,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,2048,65536,4,26.2736,0.430467,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,2048,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,2048,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,2048,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,2048,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,2048,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,2048,65536,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,4096,8,4,0.0383232,5.14365,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,4096,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,4096,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,4096,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,4096,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,4096,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,4096,8,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,NoLock,4096,64,4,0.300952,5.04914,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Mutex,4096,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TAS,4096,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,TTAS,4096,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Backoff,4096,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,LockFree,4096,64,4,0,0,0,0,0,0,0,0,0
data_move,sliding_window_reusable_bs4,inline,Indexed,4096,64,4,0,0,0,0,0,0,0,0,0
