workload,gap_tsc_ticks,k_prefill,submitted,samples,median_submit_ns,p90_submit_ns,p99_submit_ns,median_prefill_submit_tsc_ticks,avg_prefill_submit_tsc_ticks,median_post_submit_completion_tsc_ticks,min_prefill_completed,max_prefill_completed,median_hardware_observed,min_hardware_observed,max_hardware_observed,min_trace_missing,max_trace_missing,trace_errors_max,drain_completed_samples,drain_incomplete_samples,drain_statuses
64KiB,100,256,257,10,216.0,221,432,33781.0,37065.2,2262191.0,145,147,147.0,145,147,110,112,0,10,0,1
64KiB,100,288,289,10,213.0,217,221,41900.0,44436.6,2293910.0,143,148,148.0,143,148,141,146,0,10,0,1
64KiB,100,320,321,10,210.0,221,225,49979.0,50805.2,2253046.0,147,149,148.0,147,149,172,174,0,10,0,1
64KiB,150,96,97,10,13.0,16,19,21065.0,21122.8,425175.0,96,96,97.0,97,97,0,0,0,10,0,1
64KiB,150,114,115,10,12.0,13,14,24404.0,24227,504555.0,114,114,115.0,115,115,0,0,0,10,0,1
64KiB,150,128,129,10,12.0,13,14,26761.0,26668.8,565957.0,128,128,129.0,129,129,0,0,0,10,0,1
64KiB,150,160,161,10,12.0,13,14,31201.0,30811.4,2245517.0,136,142,142.0,136,142,19,25,0,10,0,1
64KiB,150,192,193,10,10.5,13,13,36276.0,36395.8,2223021.0,141,144,144.0,141,144,49,52,0,10,0,1
64KiB,150,224,225,10,12.0,14,15,42434.0,42430.8,2242229.0,143,145,145.0,143,145,80,82,0,10,0,1
64KiB,150,256,257,10,11.5,13,13,48265.0,48557.6,2239322.0,144,147,147.0,144,147,110,113,0,10,0,1
64KiB,150,288,289,10,11.0,12,13,54126.0,53935,2269248.0,146,148,148.0,146,148,141,143,0,10,0,1
64KiB,150,320,321,10,11.0,13,13,57704.0,59121.6,2235441.0,147,150,149.0,147,150,171,174,0,10,0,1
64KiB,200,96,97,10,12.0,14,14,22429.0,22369.2,430412.0,96,96,97.0,97,97,0,0,0,10,0,1
64KiB,200,114,115,10,12.0,13,19,28683.0,29377.6,499683.0,114,114,115.0,115,115,0,0,0,10,0,1
64KiB,200,128,129,10,12.5,13,13,31800.0,32381.4,560785.0,128,128,129.0,129,129,0,0,0,10,0,1
64KiB,200,160,161,10,10.5,13,14,38089.0,39084.6,2223138.0,142,142,142.0,142,142,19,19,0,10,0,1
64KiB,200,192,193,10,13.0,14,15,45326.0,45486.6,2255475.0,141,144,144.0,141,144,49,52,0,10,0,1
64KiB,200,224,225,10,12.0,13,18,50910.0,52157.6,2213102.0,145,145,145.0,145,145,80,80,0,10,0,1
64KiB,200,256,257,10,11.5,13,14,59715.0,59928.6,2220832.0,145,147,147.0,145,147,110,112,0,10,0,1
64KiB,200,288,289,10,11.0,12,13,67063.0,66577.8,2243985.0,145,149,148.5,145,149,140,144,0,10,0,1
64KiB,200,320,321,10,11.0,15,16,73275.0,75047,2299502.0,149,151,150.0,149,151,170,172,0,10,0,1
64KiB,300,96,97,10,12.0,13,14,34150.0,34511.6,418116.0,96,96,97.0,97,97,0,0,0,10,0,1
64KiB,300,114,115,10,12.0,13,13,37296.0,37844.2,488443.0,114,114,115.0,115,115,0,0,0,10,0,1
64KiB,300,128,129,10,12.0,13,14,44681.0,44698.4,547391.0,128,128,129.0,129,129,0,0,0,10,0,1
64KiB,300,160,161,10,11.0,13,13,52615.0,54057.8,2233790.0,142,144,143.0,142,144,17,19,0,10,0,1
64KiB,300,192,193,10,11.0,13,14,64229.0,64122,2232756.0,145,148,147.5,145,148,45,48,0,10,0,1
64KiB,300,224,225,10,11.0,13,14,75003.0,75081.4,2257159.0,144,150,150.0,144,150,75,81,0,10,0,1
64KiB,300,256,257,10,11.0,13,13,85185.0,84998,2244687.0,150,152,152.0,150,152,105,107,0,10,0,1
64KiB,300,288,289,10,10.0,13,13,94583.0,95398.2,2231349.0,152,155,154.0,152,155,134,137,0,10,0,1
64KiB,300,320,321,10,11.5,13,13,106411.0,106466.8,2264488.0,152,157,156.0,152,157,164,169,0,10,0,1
1MiB,0,96,97,10,39.5,119,119,703.0,2693.2,2222267.0,28,30,97.0,97,97,0,0,0,10,0,1
1MiB,0,114,115,10,227.5,355,799,629.0,796.2,2217077.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,0,128,129,10,213.0,219,399,3471.0,3637.8,2249334.0,29,30,129.0,129,129,0,0,0,10,0,1
1MiB,0,160,161,10,212.0,217,396,11151.0,12734,2276426.0,26,31,131.0,131,131,30,30,0,10,0,1
1MiB,0,192,193,10,209.5,221,228,19028.0,19117.8,2244826.0,30,31,131.0,131,131,62,62,0,10,0,1
1MiB,0,224,225,10,213.0,222,224,26508.0,26701.2,2279584.0,30,31,131.0,131,131,94,94,0,10,0,1
1MiB,0,256,257,10,213.5,217,225,47472.0,49473,2305719.0,31,33,132.0,131,132,125,126,0,10,0,1
1MiB,0,288,289,10,215.5,219,220,41434.0,41524.4,2263069.0,30,31,132.0,131,132,157,158,0,10,0,1
1MiB,0,320,321,10,214.0,215,216,48420.0,48836.2,2251498.0,30,31,132.0,131,132,189,190,0,10,0,1
1MiB,1,96,97,10,10.0,13,13,8476.0,6672.6,2230115.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,1,114,115,10,9.5,12,13,9302.0,7807,2221080.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,1,128,129,10,10.0,12,13,9871.0,9123.6,2240534.0,29,31,129.0,129,129,0,0,0,10,0,1
1MiB,1,160,161,10,211.5,215,228,12577.0,12192.4,2276721.0,29,31,131.0,131,131,30,30,0,10,0,1
1MiB,1,192,193,10,212.0,220,221,20407.0,21783,2240286.0,18,30,131.0,131,131,62,62,0,10,0,1
1MiB,1,224,225,10,213.0,217,218,26864.0,28302,2244630.0,29,32,131.0,131,131,94,94,0,10,0,1
1MiB,1,256,257,10,214.5,217,217,34715.0,35692.2,2215599.0,29,32,132.0,131,132,125,126,0,10,0,1
1MiB,1,288,289,10,213.5,217,220,43039.0,43099.8,2249847.0,30,31,132.0,131,132,157,158,0,10,0,1
1MiB,1,320,321,10,214.0,217,217,50121.0,50134.2,2314528.0,30,33,132.0,131,132,189,190,0,10,0,1
1MiB,10,96,97,10,10.0,13,13,5620.0,6152,2228703.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,10,114,115,10,13.0,13,13,9896.0,9959.4,2240071.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,10,128,129,10,12.5,148,161,8427.0,7501.4,2260093.0,29,31,129.0,129,129,0,0,0,10,0,1
1MiB,10,160,161,10,214.0,217,217,11944.0,11971.8,2288889.0,30,31,131.0,131,131,30,30,0,10,0,1
1MiB,10,192,193,10,214.0,217,223,19589.0,19649.8,2254385.0,29,31,131.0,131,131,62,62,0,10,0,1
1MiB,10,224,225,10,210.0,212,213,26172.0,26702.4,2278693.0,30,31,131.0,131,131,94,94,0,10,0,1
1MiB,10,256,257,10,213.5,221,223,34708.0,34731.8,2300093.0,31,32,132.0,131,132,125,126,0,10,0,1
1MiB,10,288,289,10,212.0,213,218,42529.0,42248.2,2272272.0,30,32,132.0,131,132,157,158,0,10,0,1
1MiB,10,320,321,10,213.0,216,218,50184.0,51910.6,2287494.0,30,32,132.0,131,132,189,190,0,10,0,1
1MiB,25,96,97,10,9.0,13,13,9627.0,8995,2229860.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,25,114,115,10,9.0,13,13,10320.0,9390.6,2218695.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,25,128,129,10,10.0,13,13,8882.0,9756.4,2239533.0,29,30,129.0,129,129,0,0,0,10,0,1
1MiB,25,160,161,10,209.5,218,224,12665.0,22213.2,2244910.0,30,31,131.0,131,133,28,30,0,10,0,1
1MiB,25,192,193,10,213.0,217,217,19104.0,19446.8,2249012.0,30,31,131.0,131,131,62,62,0,10,0,1
1MiB,25,224,225,10,212.5,221,223,26855.0,26999.4,2270779.0,29,31,131.0,131,131,94,94,0,10,0,1
1MiB,25,256,257,10,209.5,216,216,34601.0,34585,2304841.0,30,32,132.0,131,132,125,126,0,10,0,1
1MiB,25,288,289,10,209.0,219,222,41901.0,42102,2296495.0,30,32,132.0,131,132,157,158,0,10,0,1
1MiB,25,320,321,10,211.0,214,215,50237.0,51473.8,2296731.0,30,32,132.0,131,132,189,190,0,10,0,1
1MiB,50,96,97,10,9.5,12,12,12190.0,10746.8,2215793.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,50,114,115,10,9.5,12,12,10042.0,11322.8,2213504.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,50,128,129,10,10.5,82,155,11921.0,12858.6,2250086.0,20,30,129.0,129,129,0,0,0,10,0,1
1MiB,50,160,161,10,10.0,12,13,16808.0,16571.2,2273488.0,30,31,131.0,131,131,30,30,0,10,0,1
1MiB,50,192,193,10,210.0,217,218,19949.0,19756.8,2249090.0,29,31,131.0,131,131,62,62,0,10,0,1
1MiB,50,224,225,10,209.0,214,220,27249.0,27264.4,2262373.0,30,33,131.0,131,131,94,94,0,10,0,1
1MiB,50,256,257,10,211.0,216,218,34583.0,34591.6,2296337.0,31,32,132.0,131,132,125,126,0,10,0,1
1MiB,50,288,289,10,214.5,224,247,42383.0,42223.2,2263008.0,30,31,132.0,131,132,157,158,0,10,0,1
1MiB,50,320,321,10,213.0,219,219,49292.0,49563.8,2313317.0,30,32,132.0,131,132,189,190,0,10,0,1
1MiB,100,96,97,10,9.0,13,13,16138.0,15811.4,2212341.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,100,114,115,10,9.5,13,13,18290.0,18213.8,2209360.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,100,128,129,10,10.0,12,13,20394.0,20536,2239943.0,29,30,129.0,129,129,0,0,0,10,0,1
1MiB,100,160,161,10,9.0,12,13,36532.0,36347.4,2255515.0,30,31,131.0,131,131,30,30,0,10,0,1
1MiB,100,192,193,10,10.0,13,213,28186.0,28095.8,2247095.0,30,31,131.0,131,131,62,62,0,10,0,1
1MiB,100,224,225,10,10.5,12,13,32172.0,31968.8,2277822.0,29,31,131.0,131,131,94,94,0,10,0,1
1MiB,100,256,257,10,212.0,219,220,35887.0,36906.8,2301964.0,30,32,132.0,131,132,125,126,0,10,0,1
1MiB,100,288,289,10,214.0,222,225,42514.0,43685.2,2267042.0,28,32,132.0,131,132,157,158,0,10,0,1
1MiB,100,320,321,10,211.5,215,219,50258.0,50332.4,2291906.0,30,32,132.0,131,132,189,190,0,10,0,1
1MiB,150,96,97,10,10.0,13,13,20974.0,20386,2231837.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,150,114,115,10,9.0,13,13,24308.0,23621,2238784.0,29,30,115.0,115,115,0,0,0,10,0,1
1MiB,150,128,129,10,9.5,12,13,26876.0,26214.4,2237316.0,29,31,129.0,129,129,0,0,0,10,0,1
1MiB,150,160,161,10,10.0,12,12,32745.0,32362,2256887.0,30,31,131.0,131,131,30,30,0,10,0,1
1MiB,150,192,193,10,9.0,12,13,38132.0,38259.4,2230398.0,29,31,131.0,131,131,62,62,0,10,0,1
1MiB,150,224,225,10,9.0,13,14,43543.0,43841.4,2264184.0,30,31,131.0,131,131,94,94,0,10,0,1
1MiB,150,256,257,10,10.0,12,14,47395.0,47983.4,2291510.0,29,32,132.0,131,132,125,126,0,10,0,1
1MiB,150,288,289,10,10.0,13,13,53457.0,53684.8,2261932.0,30,32,132.0,131,132,157,158,0,10,0,1
1MiB,150,320,321,10,9.0,13,13,61025.0,60733,2267934.0,30,32,132.0,131,132,189,190,0,10,0,1
1MiB,200,96,97,10,9.0,13,13,25195.0,24226.6,2227750.0,29,31,97.0,97,97,0,0,0,10,0,1
1MiB,200,114,115,10,10.0,12,13,29451.0,29397,2224583.0,30,30,115.0,115,115,0,0,0,10,0,1
1MiB,200,128,129,10,10.0,12,13,32256.0,31481.8,2233918.0,29,31,129.0,129,129,0,0,0,10,0,1
1MiB,200,160,161,10,9.0,12,13,39330.0,38406.2,2274641.0,30,31,131.0,131,131,30,30,0,10,0,1
1MiB,200,192,193,10,10.5,13,13,47156.0,47217.6,2224920.0,29,31,131.0,131,131,62,62,0,10,0,1
1MiB,200,224,225,10,10.0,13,13,54165.0,53909.8,2246721.0,26,31,131.0,131,131,94,94,0,10,0,1
1MiB,200,256,257,10,10.0,13,15,61794.0,61869.8,2274235.0,23,32,132.0,131,132,125,126,0,10,0,1
1MiB,200,288,289,10,9.0,14,15,67740.0,67972.8,2282333.0,31,32,132.0,131,132,157,158,0,10,0,1
1MiB,200,320,321,10,9.0,13,14,76358.0,75903.4,2298439.0,30,32,132.0,131,132,189,190,0,10,0,1
1MiB,300,96,97,10,9.0,12,13,34545.0,34594,2211030.0,29,30,97.0,97,97,0,0,0,10,0,1
1MiB,300,114,115,10,9.0,13,13,40236.0,39596.8,2242004.0,29,31,115.0,115,115,0,0,0,10,0,1
1MiB,300,128,129,10,9.0,12,13,43405.0,44886.4,2239140.0,29,31,129.0,129,129,0,0,0,10,0,1
1MiB,300,160,161,10,9.0,12,13,55271.0,54924.2,2262633.0,30,31,131.0,131,131,30,30,0,10,0,1
1MiB,300,192,193,10,10.0,12,13,66316.0,65492.8,2239348.0,30,32,132.0,131,132,61,62,0,10,0,1
1MiB,300,224,225,10,9.0,12,13,75903.0,75004.2,2249662.0,30,32,132.0,131,132,93,94,0,10,0,1
1MiB,300,256,257,10,10.5,12,14,87010.0,86991.8,2266149.0,30,33,132.0,131,132,125,126,0,10,0,1
1MiB,300,288,289,10,9.5,12,13,97151.0,98141.6,2283254.0,30,32,132.0,131,132,157,158,0,10,0,1
1MiB,300,320,321,10,9.5,12,12,107069.0,107650.2,2268222.0,30,33,132.0,131,132,189,190,0,10,0,1
10MiB,0,96,97,10,39.0,199,399,616.0,699.2,2233122.0,3,3,97.0,97,97,0,0,0,10,0,1
10MiB,0,114,115,10,201.5,229,719,607.0,830,2245996.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,0,128,129,10,217.0,225,464,3488.0,3595.2,2231146.0,3,3,129.0,129,129,0,0,0,10,0,1
10MiB,0,160,161,10,211.5,222,319,11130.0,11228.6,2258341.0,2,3,131.0,131,131,30,30,0,10,0,1
10MiB,0,192,193,10,213.0,220,223,18785.0,19089.8,2280190.0,2,3,131.0,131,131,62,62,0,10,0,1
10MiB,0,224,225,10,213.5,218,219,26347.0,26581.4,2270428.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,0,256,257,10,90.5,216,217,47625.0,51216.8,2395637.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,0,288,289,10,209.5,214,215,41306.0,41391.8,2293162.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,0,320,321,10,9.0,10,10,49955.0,50192.6,2270448.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,1,96,97,10,9.5,22,159,8342.0,7617.8,2229928.0,3,3,97.0,97,97,0,0,0,10,0,1
10MiB,1,114,115,10,9.5,10,11,6484.0,7341,2244599.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,1,128,129,10,10.5,11,91,9035.0,8387,2232668.0,2,3,129.0,129,129,0,0,0,10,0,1
10MiB,1,160,161,10,210.0,214,216,12585.0,12462.8,2264903.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,1,192,193,10,10.0,11,11,36131.0,36227.8,2264832.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,1,224,225,10,213.5,222,224,26852.0,27036,2283367.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,1,256,257,10,212.5,221,221,34431.0,34606.6,2282085.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,1,288,289,10,212.0,219,221,41746.0,42135.4,2291537.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,1,320,321,10,212.0,217,218,49432.0,49641.4,2295251.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,10,96,97,10,9.5,10,278,6079.0,6454.2,2225953.0,2,3,97.0,97,97,0,0,0,10,0,1
10MiB,10,114,115,10,11.0,12,13,9295.0,8328.8,2243995.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,10,128,129,10,9.0,10,10,9432.0,8935.2,2229698.0,2,3,129.0,129,129,0,0,0,10,0,1
10MiB,10,160,161,10,210.5,216,237,12053.0,12135.2,2244247.0,2,3,131.0,131,131,30,30,0,10,0,1
10MiB,10,192,193,10,211.5,215,215,20086.0,20046.2,2288100.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,10,224,225,10,212.5,214,214,27379.0,27373,2309458.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,10,256,257,10,210.5,214,220,35400.0,36153,2231849.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,10,288,289,10,210.5,215,221,42192.0,42263.8,2294746.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,10,320,321,10,216.0,219,221,50059.0,49914.6,2271586.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,25,96,97,10,9.0,10,17,8555.0,8512.6,2227018.0,2,3,97.0,97,97,0,0,0,10,0,1
10MiB,25,114,115,10,9.5,10,11,10584.0,9972.2,2241502.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,25,128,129,10,9.0,11,13,11150.0,10521.8,2229612.0,2,3,129.0,129,129,0,0,0,10,0,1
10MiB,25,160,161,10,209.5,218,221,13042.0,13165.2,2270888.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,25,192,193,10,211.5,214,219,19955.0,19809.4,2236879.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,25,224,225,10,212.5,215,217,27320.0,27354.4,2302260.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,25,256,257,10,214.0,216,219,34820.0,34761,2237027.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,25,288,289,10,210.5,218,223,42380.0,42281.8,2274841.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,25,320,321,10,213.0,217,218,49554.0,49684.6,2327576.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,50,96,97,10,9.0,10,10,12322.0,11770.4,2226659.0,3,3,97.0,97,97,0,0,0,10,0,1
10MiB,50,114,115,10,9.0,9,10,13758.0,13763,2239299.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,50,128,129,10,9.0,10,35,14814.0,14653.8,2224978.0,3,3,129.0,129,129,0,0,0,10,0,1
10MiB,50,160,161,10,9.0,10,13,16821.0,16717.8,2265382.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,50,192,193,10,211.5,214,217,20566.0,20299,2274056.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,50,224,225,10,212.0,215,215,27531.0,27534.4,2303507.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,50,256,257,10,211.5,218,222,35161.0,34981,2229960.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,50,288,289,10,210.5,213,216,42515.0,42391.2,2338659.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,50,320,321,10,214.0,216,219,49587.0,49682.2,2303710.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,100,96,97,10,9.0,10,10,16054.0,16145.8,2222897.0,2,3,97.0,97,97,0,0,0,10,0,1
10MiB,100,114,115,10,9.0,10,10,18471.0,17978.6,2234897.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,100,128,129,10,9.5,10,11,20236.0,19447.2,2247045.0,3,3,129.0,129,129,0,0,0,10,0,1
10MiB,100,160,161,10,9.0,10,10,23963.0,23670,2265527.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,100,192,193,10,10.0,10,11,28222.0,27963.8,2258014.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,100,224,225,10,9.0,9,11,31308.0,31320.2,2303113.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,100,256,257,10,212.5,214,217,35610.0,35563.2,2231118.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,100,288,289,10,214.0,218,221,42634.0,42672.4,2332070.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,100,320,321,10,212.5,218,219,50247.0,50186.6,2271411.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,150,96,97,10,9.0,10,10,21060.0,21015.8,2225271.0,3,3,97.0,97,97,0,0,0,10,0,1
10MiB,150,114,115,10,9.0,10,11,24588.0,24083.4,2231078.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,150,128,129,10,9.0,9,10,26558.0,26408,2217186.0,3,3,129.0,129,129,0,0,0,10,0,1
10MiB,150,160,161,10,9.0,10,10,32303.0,32345.2,2230714.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,150,192,193,10,9.0,10,12,40912.0,40400.2,2272029.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,150,224,225,10,9.0,9,9,43653.0,43668,2293134.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,150,256,257,10,9.0,10,10,49239.0,49249.8,2218133.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,150,288,289,10,10.0,11,12,54945.0,54974,2282359.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,150,320,321,10,9.0,10,12,60704.0,60687.8,2262641.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,200,96,97,10,9.0,9,11,25257.0,25315.4,2218150.0,3,3,97.0,97,97,0,0,0,10,0,1
10MiB,200,114,115,10,9.0,10,10,29505.0,29546.2,2227476.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,200,128,129,10,9.0,9,10,32525.0,32575,2211817.0,2,3,129.0,129,129,0,0,0,10,0,1
10MiB,200,160,161,10,9.0,9,10,39639.0,39564.6,2232907.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,200,192,193,10,9.0,9,10,46696.0,46769,2273245.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,200,224,225,10,9.0,9,9,53806.0,53868.8,2280115.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,200,256,257,10,9.0,10,10,60738.0,60717,2225814.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,200,288,289,10,9.5,10,10,67864.0,68331.8,2301893.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,200,320,321,10,9.0,11,13,75103.0,75361.6,2251095.0,3,3,131.0,131,131,190,190,0,10,0,1
10MiB,300,96,97,10,9.0,10,10,34919.0,34441.6,2214480.0,3,3,97.0,97,97,0,0,0,10,0,1
10MiB,300,114,115,10,9.0,9,10,40417.0,40089.8,2226585.0,3,3,115.0,115,115,0,0,0,10,0,1
10MiB,300,128,129,10,9.0,10,11,44936.0,44956,2212875.0,3,3,129.0,129,129,0,0,0,10,0,1
10MiB,300,160,161,10,9.0,9,10,55426.0,55286.8,2245744.0,3,3,131.0,131,131,30,30,0,10,0,1
10MiB,300,192,193,10,9.0,9,10,65803.0,65833.6,2273985.0,3,3,131.0,131,131,62,62,0,10,0,1
10MiB,300,224,225,10,9.0,10,10,76134.0,75904,2283783.0,3,3,131.0,131,131,94,94,0,10,0,1
10MiB,300,256,257,10,9.0,10,10,86401.0,86471.6,2253072.0,3,3,131.0,131,131,126,126,0,10,0,1
10MiB,300,288,289,10,9.0,10,11,96826.0,96882.4,2308350.0,3,3,131.0,131,131,158,158,0,10,0,1
10MiB,300,320,321,10,9.0,10,10,107081.0,106985.4,2258812.0,3,3,131.0,131,131,190,190,0,10,0,1
100MiB,0,96,97,1,39,39,39,1688,1688,2256274,0,0,17,17,17,80,80,0,0,1,255
100MiB,0,114,115,1,279,279,279,1572,1572,2257646,0,0,17,17,17,98,98,0,0,1,255
100MiB,0,128,129,1,269,269,269,5382,5382,2231390,0,0,20,20,20,109,109,0,0,1,255
100MiB,0,160,161,1,200,200,200,12504,12504,2258716,0,0,17,17,17,144,144,0,0,1,255
100MiB,0,192,193,1,210,210,210,21330,21330,2300258,0,0,18,18,18,175,175,0,0,1,255
100MiB,0,224,225,1,209,209,209,28750,28750,2223468,0,0,19,19,19,206,206,0,0,1,255
100MiB,0,256,257,1,194,194,194,48216,48216,2257554,0,0,22,22,22,235,235,0,0,1,255
100MiB,0,288,289,1,178,178,178,43184,43184,2290836,0,0,18,18,18,271,271,0,0,1,255
100MiB,0,320,321,1,211,211,211,50642,50642,2284366,0,0,17,17,17,304,304,0,0,1,255
100MiB,1,96,97,1,9,9,9,3916,3916,2247580,0,0,17,17,17,80,80,0,0,1,255
100MiB,1,114,115,1,11,11,11,9374,9374,2251198,0,0,17,17,17,98,98,0,0,1,255
100MiB,1,128,129,1,9,9,9,9156,9156,2250454,0,0,18,18,18,111,111,0,0,1,255
100MiB,1,160,161,1,216,216,216,12640,12640,2278324,0,0,16,16,16,145,145,0,0,1,255
100MiB,1,192,193,1,212,212,212,20792,20792,2276526,0,0,18,18,18,175,175,0,0,1,255
100MiB,1,224,225,1,215,215,215,28368,28368,2321864,0,0,18,18,18,207,207,0,0,1,255
100MiB,1,256,257,1,210,210,210,35828,35828,2334338,0,0,18,18,18,239,239,0,0,1,255
100MiB,1,288,289,1,42,42,42,55796,55796,2271640,0,0,23,23,23,266,266,0,0,1,255
100MiB,1,320,321,1,205,205,205,51400,51400,2382910,0,0,18,18,18,303,303,0,0,1,255
100MiB,10,96,97,1,13,13,13,8808,8808,2212006,0,0,18,18,18,79,79,0,0,1,255
100MiB,10,114,115,1,12,12,12,5446,5446,2306662,0,0,18,18,18,97,97,0,0,1,255
100MiB,10,128,129,1,9,9,9,8278,8278,2239930,0,0,17,17,17,112,112,0,0,1,255
100MiB,10,160,161,1,217,217,217,13600,13600,2216642,0,0,20,20,20,141,141,0,0,1,255
100MiB,10,192,193,1,217,217,217,20482,20482,2263338,0,0,17,17,17,176,176,0,0,1,255
100MiB,10,224,225,1,208,208,208,27902,27902,2315522,0,0,17,17,17,208,208,0,0,1,255
100MiB,10,256,257,1,205,205,205,35256,35256,2240680,0,0,17,17,17,240,240,0,0,1,255
100MiB,10,288,289,1,212,212,212,42910,42910,2297648,0,0,16,16,16,273,273,0,0,1,255
100MiB,10,320,321,1,216,216,216,50056,50056,2294694,0,0,18,18,18,303,303,0,0,1,255
100MiB,25,96,97,1,11,11,11,6136,6136,2250614,0,0,17,17,17,80,80,0,0,1,255
100MiB,25,114,115,1,10,10,10,8390,8390,2260120,0,0,16,16,16,99,99,0,0,1,255
100MiB,25,128,129,1,10,10,10,8922,8922,2207692,0,0,17,17,17,112,112,0,0,1,255
100MiB,25,160,161,1,215,215,215,11798,11798,2266674,0,0,17,17,17,144,144,0,0,1,255
100MiB,25,192,193,1,210,210,210,20186,20186,2232856,0,0,17,17,17,176,176,0,0,1,255
100MiB,25,224,225,1,213,213,213,27780,27780,2327366,0,0,17,17,17,208,208,0,0,1,255
100MiB,25,256,257,1,214,214,214,35156,35156,2347440,0,0,17,17,17,240,240,0,0,1,255
100MiB,25,288,289,1,209,209,209,42782,42782,2267582,0,0,17,17,17,272,272,0,0,1,255
100MiB,25,320,321,1,209,209,209,50480,50480,2372244,0,0,19,19,19,302,302,0,0,1,255
100MiB,50,96,97,1,9,9,9,12164,12164,2235544,0,0,16,16,16,81,81,0,0,1,255
100MiB,50,114,115,1,9,9,9,14044,14044,2245062,0,0,17,17,17,98,98,0,0,1,255
100MiB,50,128,129,1,22,22,22,14870,14870,2248362,0,0,16,16,16,113,113,0,0,1,255
100MiB,50,160,161,1,10,10,10,15220,15220,2212854,0,0,17,17,17,144,144,0,0,1,255
100MiB,50,192,193,1,215,215,215,20302,20302,2258564,0,0,17,17,17,176,176,0,0,1,255
100MiB,50,224,225,1,207,207,207,28804,28804,2320348,0,0,17,17,17,208,208,0,0,1,255
