workload,gap_tsc_ticks,k_prefill,samples,median_submit_ns,p90_submit_ns,p99_submit_ns,median_prefill_submit_tsc_ticks,avg_prefill_submit_tsc_ticks,median_post_submit_completion_tsc_ticks,min_prefill_completed,max_prefill_completed,min_trace_completed,max_trace_completed,min_trace_missing,max_trace_missing,trace_errors_max,drain_completed_samples,drain_incomplete_samples,drain_statuses
100MiB,0,192,1,215,215,215,19552,19552,2267018,0,0,16,16,177,177,0,0,1,255
100MiB,0,224,1,208,208,208,26964,26964,2207296,0,0,16,16,209,209,0,0,1,255
100MiB,0,256,1,207,207,207,34600,34600,2241294,0,0,17,17,240,240,0,0,1,255
100MiB,0,288,1,208,208,208,41928,41928,2237766,0,0,16,16,273,273,0,0,1,255
100MiB,0,320,1,212,212,212,49780,49780,2290692,0,0,17,17,304,304,0,0,1,255
100MiB,1,96,1,281,281,281,4404,4404,2250658,0,0,17,17,80,80,0,0,1,255
100MiB,1,114,1,9,9,9,8808,8808,2256454,0,0,16,16,99,99,0,0,1,255
100MiB,1,128,1,9,9,9,9504,9504,2253212,0,0,16,16,113,113,0,0,1,255
100MiB,1,160,1,209,209,209,12526,12526,2224730,0,0,16,16,145,145,0,0,1,255
100MiB,1,192,1,204,204,204,20200,20200,2248150,0,0,16,16,177,177,0,0,1,255
100MiB,1,224,1,208,208,208,27030,27030,2326508,0,0,17,17,208,208,0,0,1,255
100MiB,1,256,1,212,212,212,34788,34788,2256494,0,0,18,18,239,239,0,0,1,255
100MiB,1,288,1,217,217,217,42468,42468,2233138,0,0,18,18,271,271,0,0,1,255
100MiB,1,320,1,210,210,210,49940,49940,2278102,0,0,17,17,304,304,0,0,1,255
100MiB,10,96,1,9,9,9,5252,5252,2244170,0,0,16,16,81,81,0,0,1,255
100MiB,10,114,1,9,9,9,8566,8566,2248560,0,0,16,16,99,99,0,0,1,255
100MiB,10,128,1,91,91,91,5010,5010,2249954,0,0,16,16,113,113,0,0,1,255
100MiB,10,160,1,208,208,208,12304,12304,2226442,0,0,17,17,144,144,0,0,1,255
100MiB,10,192,1,209,209,209,19638,19638,2219900,0,0,16,16,177,177,0,0,1,255
100MiB,10,224,1,209,209,209,26954,26954,2207588,0,0,17,17,208,208,0,0,1,255
100MiB,10,256,1,215,215,215,34856,34856,2247644,0,0,17,17,240,240,0,0,1,255
100MiB,10,288,1,212,212,212,42678,42678,2209558,0,0,18,18,271,271,0,0,1,255
100MiB,10,320,1,207,207,207,49642,49642,2279476,0,0,17,17,304,304,0,0,1,255
100MiB,25,96,1,9,9,9,8610,8610,2235000,0,0,16,16,81,81,0,0,1,255
100MiB,25,114,1,9,9,9,8686,8686,2246530,0,0,17,17,98,98,0,0,1,255
100MiB,25,128,1,10,10,10,9026,9026,2222576,0,0,17,17,112,112,0,0,1,255
100MiB,25,160,1,207,207,207,12360,12360,2225054,0,0,17,17,144,144,0,0,1,255
100MiB,25,192,1,207,207,207,20754,20754,2278960,0,0,16,16,177,177,0,0,1,255
100MiB,25,224,1,213,213,213,27340,27340,2313858,0,0,17,17,208,208,0,0,1,255
100MiB,25,256,1,216,216,216,35284,35284,2253928,0,0,17,17,240,240,0,0,1,255
100MiB,25,288,1,209,209,209,42670,42670,2307146,0,0,17,17,272,272,0,0,1,255
100MiB,25,320,1,207,207,207,49796,49796,2281724,0,0,17,17,304,304,0,0,1,255
100MiB,50,96,1,10,10,10,9218,9218,2216410,0,0,17,17,80,80,0,0,1,255
100MiB,50,114,1,9,9,9,10214,10214,2274478,0,0,17,17,98,98,0,0,1,255
100MiB,50,128,1,10,10,10,14056,14056,2204828,0,0,17,17,112,112,0,0,1,255
100MiB,50,160,1,9,9,9,15766,15766,2229210,0,0,17,17,144,144,0,0,1,255
100MiB,50,192,1,206,206,206,20474,20474,2280054,0,0,17,17,176,176,0,0,1,255
100MiB,50,224,1,209,209,209,28202,28202,2223896,0,0,17,17,208,208,0,0,1,255
100MiB,50,256,1,213,213,213,35672,35672,2241262,0,0,17,17,240,240,0,0,1,255
100MiB,50,288,1,208,208,208,43336,43336,2330674,0,0,17,17,272,272,0,0,1,255
100MiB,50,320,1,206,206,206,49662,49662,2286974,0,0,17,17,304,304,0,0,1,255
100MiB,100,96,1,9,9,9,16886,16886,2211392,0,0,17,17,80,80,0,0,1,255
100MiB,100,114,1,9,9,9,18630,18630,2251094,0,0,17,17,98,98,0,0,1,255
100MiB,100,128,1,9,9,9,19986,19986,2264122,0,0,17,17,112,112,0,0,1,255
100MiB,100,160,1,11,11,11,23598,23598,2252654,0,0,17,17,144,144,0,0,1,255
100MiB,100,192,1,10,10,10,26708,26708,2212478,0,0,17,17,176,176,0,0,1,255
100MiB,100,224,1,9,9,9,30464,30464,2306850,0,0,17,17,208,208,0,0,1,255
100MiB,100,256,1,210,210,210,35806,35806,2312084,0,0,18,18,239,239,0,0,1,255
100MiB,100,288,1,207,207,207,42298,42298,2208436,0,0,17,17,272,272,0,0,1,255
100MiB,100,320,1,214,214,214,50760,50760,2213492,0,0,17,17,304,304,0,0,1,255
100MiB,150,96,1,9,9,9,20880,20880,2214898,0,0,17,17,80,80,0,0,1,255
100MiB,150,114,1,10,10,10,23900,23900,2244406,0,0,17,17,98,98,0,0,1,255
100MiB,150,128,1,9,9,9,26962,26962,2224562,0,0,17,17,112,112,0,0,1,255
100MiB,150,160,1,10,10,10,28970,28970,2229034,0,0,18,18,143,143,0,0,1,255
100MiB,150,192,1,10,10,10,38614,38614,2248664,0,0,17,17,176,176,0,0,1,255
100MiB,150,224,1,9,9,9,42698,42698,2204330,0,0,17,17,208,208,0,0,1,255
100MiB,150,256,1,9,9,9,49090,49090,2337994,0,0,18,18,239,239,0,0,1,255
100MiB,150,288,1,10,10,10,55200,55200,2300794,0,0,17,17,272,272,0,0,1,255
100MiB,150,320,1,10,10,10,61502,61502,2358144,0,0,16,16,305,305,0,0,1,255
100MiB,200,96,1,10,10,10,25756,25756,2247240,0,0,18,18,79,79,0,0,1,255
100MiB,200,114,1,9,9,9,29524,29524,2256826,0,0,17,17,98,98,0,0,1,255
100MiB,200,128,1,13,13,13,33370,33370,2226838,0,0,17,17,112,112,0,0,1,255
100MiB,200,160,1,9,9,9,38742,38742,2219374,0,0,17,17,144,144,0,0,1,255
100MiB,200,192,1,9,9,9,47338,47338,2214506,0,0,17,17,176,176,0,0,1,255
100MiB,200,224,1,10,10,10,54588,54588,2307670,0,0,17,17,208,208,0,0,1,255
100MiB,200,256,1,9,9,9,60654,60654,2219012,0,0,17,17,240,240,0,0,1,255
100MiB,200,288,1,9,9,9,67306,67306,2292510,0,0,17,17,272,272,0,0,1,255
100MiB,200,320,1,9,9,9,74680,74680,2254116,0,0,17,17,304,304,0,0,1,255
100MiB,300,96,1,9,9,9,35186,35186,2238674,0,0,17,17,80,80,0,0,1,255
100MiB,300,114,1,9,9,9,40976,40976,2247952,0,0,17,17,98,98,0,0,1,255
100MiB,300,128,1,9,9,9,45528,45528,2208416,0,0,17,17,112,112,0,0,1,255
100MiB,300,160,1,9,9,9,54646,54646,2231070,0,0,17,17,144,144,0,0,1,255
100MiB,300,192,1,9,9,9,66092,66092,2230724,0,0,17,17,176,176,0,0,1,255
100MiB,300,224,1,11,11,11,77058,77058,2331568,0,0,17,17,208,208,0,0,1,255
100MiB,300,256,1,9,9,9,86110,86110,2212320,0,0,18,18,239,239,0,0,1,255
100MiB,300,288,1,9,9,9,97526,97526,2314180,0,0,18,18,271,271,0,0,1,255
100MiB,300,320,1,9,9,9,106874,106874,2338628,0,0,17,17,304,304,0,0,1,255
1GiB,0,96,1,37,37,37,1846,1846,2241642,0,0,1,1,96,96,0,0,1,255
1GiB,0,114,1,204,204,204,1598,1598,2254320,0,0,1,1,114,114,0,0,1,255
1GiB,0,128,1,386,386,386,4468,4468,2238912,0,0,1,1,128,128,0,0,1,255
1GiB,0,160,1,216,216,216,12528,12528,2248872,0,0,1,1,160,160,0,0,1,255
1GiB,0,192,1,208,208,208,20244,20244,2316512,0,0,1,1,192,192,0,0,1,255
1GiB,0,224,1,215,215,215,27786,27786,2345904,0,0,1,1,224,224,0,0,1,255
1GiB,0,256,1,209,209,209,35058,35058,2242406,0,0,1,1,256,256,0,0,1,255
1GiB,0,288,1,213,213,213,42338,42338,2209770,0,0,1,1,288,288,0,0,1,255
1GiB,0,320,1,215,215,215,50282,50282,2278824,0,0,1,1,320,320,0,0,1,255
1GiB,1,96,1,9,9,9,4452,4452,2241006,0,0,1,1,96,96,0,0,1,255
1GiB,1,114,1,78,78,78,5492,5492,2280412,0,0,1,1,114,114,0,0,1,255
1GiB,1,128,1,9,9,9,9190,9190,2238672,0,0,1,1,128,128,0,0,1,255
1GiB,1,160,1,210,210,210,12450,12450,2246398,0,0,1,1,160,160,0,0,1,255
1GiB,1,192,1,208,208,208,20414,20414,2259168,0,0,1,1,192,192,0,0,1,255
1GiB,1,224,1,209,209,209,28434,28434,2310784,0,0,1,1,224,224,0,0,1,255
1GiB,1,256,1,212,212,212,35096,35096,2236122,0,0,1,1,256,256,0,0,1,255
1GiB,1,288,1,215,215,215,42498,42498,2221846,0,0,1,1,288,288,0,0,1,255
1GiB,1,320,1,208,208,208,50998,50998,2264074,0,0,1,1,320,320,0,0,1,255
1GiB,10,96,1,9,9,9,4962,4962,2204728,0,0,1,1,96,96,0,0,1,255
1GiB,10,114,1,9,9,9,8840,8840,2207596,0,0,1,1,114,114,0,0,1,255
1GiB,10,128,1,9,9,9,9200,9200,2240072,0,0,1,1,128,128,0,0,1,255
1GiB,10,160,1,212,212,212,12716,12716,2237746,0,0,1,1,160,160,0,0,1,255
1GiB,10,192,1,213,213,213,20264,20264,2282016,0,0,1,1,192,192,0,0,1,255
1GiB,10,224,1,210,210,210,27492,27492,2311828,0,0,1,1,224,224,0,0,1,255
1GiB,10,256,1,206,206,206,35578,35578,2220050,0,0,1,1,256,256,0,0,1,255
1GiB,10,288,1,208,208,208,42832,42832,2364796,0,0,1,1,288,288,0,0,1,255
1GiB,10,320,1,124,124,124,50542,50542,2276874,0,0,1,1,320,320,0,0,1,255
1GiB,25,96,1,9,9,9,9724,9724,2232946,0,0,1,1,96,96,0,0,1,255
1GiB,25,114,1,11,11,11,7030,7030,2266892,0,0,1,1,114,114,0,0,1,255
1GiB,25,128,1,9,9,9,10746,10746,2232868,0,0,1,1,128,128,0,0,1,255
1GiB,25,160,1,221,221,221,12510,12510,2242238,0,0,1,1,160,160,0,0,1,255
1GiB,25,192,1,9,9,9,25358,25358,2237658,0,0,1,1,192,192,0,0,1,255
1GiB,25,224,1,217,217,217,28184,28184,2213744,0,0,1,1,224,224,0,0,1,255
1GiB,25,256,1,211,211,211,35834,35834,2236160,0,0,1,1,256,256,0,0,1,255
1GiB,25,288,1,210,210,210,43304,43304,2331134,0,0,1,1,288,288,0,0,1,255
1GiB,25,320,1,216,216,216,50716,50716,2368134,0,0,1,1,320,320,0,0,1,255
1GiB,50,96,1,10,10,10,11372,11372,2225352,0,0,1,1,96,96,0,0,1,255
1GiB,50,114,1,9,9,9,12716,12716,2251128,0,0,1,1,114,114,0,0,1,255
1GiB,50,128,1,10,10,10,13712,13712,2252082,0,0,1,1,128,128,0,0,1,255
1GiB,50,160,1,9,9,9,16456,16456,2223104,0,0,1,1,160,160,0,0,1,255
1GiB,50,192,1,213,213,213,20568,20568,2213194,0,0,1,1,192,192,0,0,1,255
1GiB,50,224,1,210,210,210,28228,28228,2439946,0,0,1,1,224,224,0,0,1,255
1GiB,50,256,1,217,217,217,36190,36190,2376204,0,0,1,1,256,256,0,0,1,255
1GiB,50,288,1,207,207,207,42806,42806,2347672,0,0,1,1,288,288,0,0,1,255
1GiB,50,320,1,206,206,206,50686,50686,2292886,0,0,1,1,320,320,0,0,1,255
1GiB,100,96,1,9,9,9,16564,16564,2241498,0,0,1,1,96,96,0,0,1,255
1GiB,100,114,1,9,9,9,17810,17810,2261234,0,0,1,1,114,114,0,0,1,255
1GiB,100,128,1,10,10,10,20632,20632,2267844,0,0,1,1,128,128,0,0,1,255
1GiB,100,160,1,9,9,9,23068,23068,2284362,0,0,1,1,160,160,0,0,1,255
1GiB,100,192,1,9,9,9,27572,27572,2277372,0,0,1,1,192,192,0,0,1,255
1GiB,100,224,1,9,9,9,45470,45470,2229320,0,0,1,1,224,224,0,0,1,255
1GiB,100,256,1,216,216,216,35338,35338,2241470,0,0,1,1,256,256,0,0,1,255
1GiB,100,288,1,207,207,207,42546,42546,2215706,0,0,1,1,288,288,0,0,1,255
1GiB,100,320,1,211,211,211,49918,49918,2291716,0,0,1,1,320,320,0,0,1,255
1GiB,150,96,1,10,10,10,21356,21356,2213120,0,0,1,1,96,96,0,0,1,255
1GiB,150,114,1,9,9,9,23576,23576,2237332,0,0,1,1,114,114,0,0,1,255
1GiB,150,128,1,9,9,9,27132,27132,2238254,0,0,1,1,128,128,0,0,1,255
1GiB,150,160,1,9,9,9,32294,32294,2222170,0,0,1,1,160,160,0,0,1,255
1GiB,150,192,1,9,9,9,38406,38406,2222324,0,0,1,1,192,192,0,0,1,255
1GiB,150,224,1,11,11,11,43658,43658,2326548,0,0,1,1,224,224,0,0,1,255
1GiB,150,256,1,9,9,9,49648,49648,2348348,0,0,1,1,256,256,0,0,1,255
1GiB,150,288,1,9,9,9,54516,54516,2222454,0,0,1,1,288,288,0,0,1,255
1GiB,150,320,1,9,9,9,62298,62298,2374050,0,0,1,1,320,320,0,0,1,255
1GiB,200,96,1,9,9,9,25406,25406,2230526,0,0,1,1,96,96,0,0,1,255
1GiB,200,114,1,9,9,9,29596,29596,2233882,0,0,1,1,114,114,0,0,1,255
1GiB,200,128,1,9,9,9,32704,32704,2240414,0,0,1,1,128,128,0,0,1,255
1GiB,200,160,1,9,9,9,39056,39056,2205464,0,0,1,1,160,160,0,0,1,255
1GiB,200,192,1,9,9,9,46984,46984,2311206,0,0,1,1,192,192,0,0,1,255
1GiB,200,224,1,9,9,9,53390,53390,2302334,0,0,1,1,224,224,0,0,1,255
1GiB,200,256,1,10,10,10,63210,63210,2221594,0,0,1,1,256,256,0,0,1,255
1GiB,200,288,1,9,9,9,67888,67888,2329090,0,0,1,1,288,288,0,0,1,255
1GiB,200,320,1,10,10,10,78310,78310,2348882,0,0,1,1,320,320,0,0,1,255
1GiB,300,96,1,9,9,9,34812,34812,2229350,0,0,1,1,96,96,0,0,1,255
1GiB,300,114,1,9,9,9,40320,40320,2237500,0,0,1,1,114,114,0,0,1,255
1GiB,300,128,1,9,9,9,45016,45016,2225242,0,0,1,1,128,128,0,0,1,255
1GiB,300,160,1,9,9,9,55166,55166,2214944,0,0,1,1,160,160,0,0,1,255
1GiB,300,192,1,9,9,9,66288,66288,2290108,0,0,1,1,192,192,0,0,1,255
1GiB,300,224,1,10,10,10,77838,77838,2217528,0,0,1,1,224,224,0,0,1,255
1GiB,300,256,1,9,9,9,86566,86566,2241884,0,0,1,1,256,256,0,0,1,255
1GiB,300,288,1,9,9,9,96654,96654,2219922,0,0,1,1,288,288,0,0,1,255
1GiB,300,320,1,10,10,10,108914,108914,2379504,0,0,1,1,320,320,0,0,1,255
